compulsory stops,node cover,feasibility cover,route edges
"[(6, 6), (2, 2), (21, 21), (16, 16), (7, 7), (4, 4), (24, 24), (13, 13)]","[(17, 17), (8, 8), (38, 38), (22, 22), (13, 13), (37, 37), (32, 32), (42, 42), (2, 2), (41, 41), (4, 4), (23, 23), (7, 7), (16, 16), (9, 9), (1, 1), (25, 25), (35, 35), (26, 26), (10, 10), (21, 21), (40, 40), (6, 6), (31, 31), (24, 24)]","[((10, 10), (2, 2)), ((16, 16), (6, 6)), ((16, 16), (7, 7)), ((16, 16), (38, 38)), ((2, 2), (16, 16)), ((38, 38), (16, 16)), ((37, 37), (6, 6)), ((22, 22), (16, 16)), ((2, 2), (6, 6)), ((16, 16), (31, 31)), ((21, 21), (4, 4)), ((6, 6), (41, 41)), ((24, 24), (16, 16)), ((6, 6), (42, 42)), ((35, 35), (2, 2)), ((42, 42), (16, 16)), ((2, 2), (7, 7)), ((42, 42), (6, 6)), ((37, 37), (16, 16)), ((16, 16), (4, 4)), ((6, 6), (2, 2)), ((16, 16), (21, 21)), ((13, 13), (21, 21)), ((10, 10), (6, 6)), ((25, 25), (2, 2)), ((2, 2), (21, 21)), ((26, 26), (6, 6)), ((23, 23), (16, 16)), ((6, 6), (25, 25)), ((21, 21), (2, 2)), ((16, 16), (17, 17)), ((6, 6), (16, 16)), ((16, 16), (41, 41)), ((9, 9), (10, 10)), ((1, 1), (16, 16)), ((2, 2), (17, 17)), ((6, 6), (4, 4)), ((16, 16), (32, 32)), ((6, 6), (13, 13)), ((8, 8), (6, 6)), ((21, 21), (24, 24)), ((16, 16), (40, 40)), ((37, 37), (2, 2)), ((16, 16), (2, 2)), ((13, 13), (2, 2)), ((26, 26), (21, 21)), ((6, 6), (7, 7)), ((9, 9), (2, 2)), ((2, 2), (1, 1)), ((21, 21), (16, 16)), ((16, 16), (24, 24)), ((38, 38), (2, 2)), ((21, 21), (6, 6)), ((23, 23), (21, 21)), ((22, 22), (2, 2)), ((21, 21), (38, 38)), ((21, 21), (31, 31)), ((6, 6), (21, 21)), ((8, 8), (21, 21))]","[frozenset({(16, 16), (13, 13)}), frozenset({(1, 1), (2, 2)}), frozenset({(8, 8), (9, 9)}), frozenset({(37, 37), (35, 35)}), frozenset({(10, 10), (13, 13)}), frozenset({(21, 21), (22, 22)}), frozenset({(25, 25), (26, 26)}), frozenset({(17, 17), (16, 16)}), frozenset({(41, 41), (42, 42)}), frozenset({(2, 2), (42, 42)}), frozenset({(32, 32), (31, 31)}), frozenset({(37, 37), (38, 38)}), frozenset({(23, 23), (24, 24)}), frozenset({(25, 25), (24, 24)}), frozenset({(8, 8), (7, 7)}), frozenset({(23, 23), (22, 22)}), frozenset({(4, 4), (1, 1)}), frozenset({(31, 31), (26, 26)}), frozenset({(17, 17), (21, 21)}), frozenset({(38, 38), (40, 40)}), frozenset({(10, 10), (9, 9)}), frozenset({(41, 41), (40, 40)}), frozenset({(32, 32), (35, 35)}), frozenset({(6, 6), (7, 7)}), frozenset({(4, 4), (6, 6)})]"
