compulsory stops,node cover,feasibility cover,route edges

"[(19, 19), (15, 15), (5, 5), (14, 14)]","[(4, 4), (5, 5), (14, 14), (9, 9), (0, 0), (1, 1), (20, 20), (19, 19), (21, 21), (3, 3), (2, 2), (6, 6), (11, 11), (15, 15)]","[((4, 4), (5, 5)), ((21, 21), (5, 5)), ((5, 5), (9, 9)), ((14, 14), (11, 11)), ((6, 6), (19, 19)), ((1, 1), (19, 19)), ((14, 14), (2, 2)), ((5, 5), (0, 0)), ((19, 19), (15, 15)), ((15, 15), (6, 6)), ((9, 9), (5, 5)), ((11, 11), (19, 19)), ((15, 15), (14, 14)), ((19, 19), (14, 14)), ((19, 19), (6, 6)), ((5, 5), (15, 15)), ((15, 15), (5, 5)), ((0, 0), (19, 19)), ((14, 14), (15, 15)), ((20, 20), (19, 19)), ((19, 19), (5, 5)), ((9, 9), (19, 19)), ((5, 5), (14, 14)), ((6, 6), (15, 15)), ((19, 19), (20, 20)), ((15, 15), (19, 19)), ((14, 14), (5, 5)), ((6, 6), (14, 14)), ((5, 5), (21, 21)), ((14, 14), (4, 4)), ((21, 21), (15, 15)), ((14, 14), (20, 20)), ((3, 3), (15, 15)), ((5, 5), (19, 19)), ((4, 4), (14, 14)), ((21, 21), (14, 14)), ((15, 15), (2, 2)), ((14, 14), (19, 19)), ((19, 19), (9, 9)), ((9, 9), (15, 15)), ((19, 19), (2, 2)), ((14, 14), (3, 3))]","[frozenset({(6, 6), (5, 5)}), frozenset({(1, 1), (14, 14)}), frozenset({(4, 4), (9, 9)}), frozenset({(19, 19), (1, 1)}), frozenset({(0, 0), (15, 15)}), frozenset({(2, 2), (15, 15)}), frozenset({(3, 3), (0, 0)}), frozenset({(19, 19), (9, 9)}), frozenset({(6, 6), (20, 20)}), frozenset({(5, 5), (11, 11)}), frozenset({(3, 3), (11, 11)}), frozenset({(21, 21), (2, 2)}), frozenset({(14, 14), (21, 21)}), frozenset({(4, 4), (20, 20)})]"
